"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"21750","33.643818","33.643818","33.643818","","","","","","","","","","","","","","",""
"21759","","","","","","","","","","45.519226","45.519226","45.519226","","","","","",""
"21761","","","","-42.21865","-42.21865","-42.21865","-41.780052","-41.780052","-41.780052","","","","20.252047","20.252047","20.252047","","",""
"21763","","","","","","","","","","","","","","","","-43.476852","-43.476852","-43.476852"
"21764","23.704802","23.704802","23.704802","","","","","","","","","","","","","","",""
"21773","","","","","","","","","","39.888832","39.888832","39.888832","","","","","",""
"21775","","","","-43.691807","-43.691807","-43.691807","-45.953163","-45.953163","-45.953163","","","","26.798632","26.798632","26.798632","","",""
"21777","","","","","","","","","","","","","","","","-48.416348","-48.416348","-48.416348"
"21778","31.35755","31.35755","31.35755","","","","","","","","","","","","","","",""
"21787","","","","","","","","","","43.231113","43.231113","43.231113","","","","","",""
"21789","","","","-43.495037","-43.495037","-43.495037","-43.10467","-43.10467","-43.10467","","","","25.35051","25.35051","25.35051","","",""
"21792","29.30688","29.30688","29.30688","","","","","","","","","","","","","","",""
"21801","","","","","","","","","","47.82787","47.82787","47.82787","","","","","",""
"21803","","","","-41.40553","-41.40553","-41.40553","","","","","","","","","","","",""
"21804","","","","","","","","","","","","","","","","-49.868122","-49.868122","-49.868122"
"21815","","","","","","","","","","42.734993","42.734993","42.734993","","","","","",""
"21816","","","","","","","","","","","","","22.149897","22.149897","22.149897","","",""
"21817","","","","-44.9373","-44.9373","-44.9373","-43.93252","-43.93252","-43.93252","","","","","","","","",""
"21818","","","","","","","","","","","","","","","","-45.044235","-45.044235","-45.044235"
"21828","34.55415","34.55415","34.55415","","","","","","","","","","","","","","",""
"21829","","","","","","","","","","42.755856","42.755856","42.755856","","","","","",""
"21830","","","","","","","","","","","","","28.813606","28.813606","28.813606","","",""
"21831","","","","-46.30093","-46.30093","-46.30093","","","","","","","","","","","",""
"21832","","","","","","","","","","","","","","","","-44.508068","-44.508068","-44.508068"
"21842","36.90055","36.90055","36.90055","","","","","","","","","","","","","","",""
"21843","","","","","","","","","","43.3708","43.3708","43.3708","","","","","",""
"21844","","","","","","","-44.92038","-44.92038","-44.92038","","","","31.322365","31.322365","31.322365","","",""
"21845","","","","-46.99668","-46.99668","-46.99668","","","","","","","","","","","",""
"21846","","","","","","","","","","","","","","","","-48.676624","-48.676624","-48.676624"
"21856","31.662172","31.662172","31.662172","","","","","","","","","","","","","","",""
"21858","","","","","","","-44.919464","-44.919464","-44.919464","","","","33.44536","33.44536","33.44536","","",""
"21859","","","","-48.12414","-48.12414","-48.12414","","","","","","","","","","","",""
"21860","","","","","","","","","","","","","","","","-45.922333","-45.922333","-45.922333"
"21870","28.703915","28.703915","28.703915","","","","","","","","","","","","","","",""
"21872","","","","","","","-47.094624","-47.094624","-47.094624","","","","35.9248","35.9248","35.9248","","",""
"21874","","","","","","","","","","","","","","","","-38.554745","-38.554745","-38.554745"
"21879","","","","","","","","","","39.367584","39.367584","39.367584","","","","","",""
"21886","","","","-51.573433","-51.573433","-51.573433","-48.950478","-48.950478","-48.950478","","","","33.879875","33.879875","33.879875","","",""
"21888","","","","","","","","","","","","","","","","-37.0696","-37.0696","-37.0696"
"21893","","","","","","","","","","31.627996","31.627996","31.627996","","","","","",""
"21897","21.129072","21.129072","21.129072","","","","","","","","","","","","","","",""
"21900","","","","","","","-48.936974","-48.936974","-48.936974","","","","","","","","",""
"21902","","","","","","","","","","","","","","","","-31.608078","-31.608078","-31.608078"
"21911","21.881863","21.881863","21.881863","","","","","","","","","","","","","","",""
"21912","","","","","","","","","","29.634127","29.634127","29.634127","","","","","",""
"21914","","","","","","","-49.29603","-49.29603","-49.29603","","","","36.23553","36.23553","36.23553","","",""
"21916","","","","","","","","","","","","","","","","-28.480135","-28.480135","-28.480135"
"21923","","","","-49.323498","-49.323498","-49.323498","","","","","","","","","","","",""
"21925","26.25404","26.25404","26.25404","","","","","","","","","","","","","","",""
"21926","","","","","","","","","","32.176785","32.176785","32.176785","","","","","",""
"21928","","","","","","","-46.15805","-46.15805","-46.15805","","","","31.90896","31.90896","31.90896","","",""
"21937","","","","-40.26787","-40.26787","-40.26787","","","","","","","","","","","",""
"21940","","","","","","","","","","25.310509","25.310509","25.310509","","","","","",""
"21942","","","","","","","-48.115498","-48.115498","-48.115498","","","","34.890255","34.890255","34.890255","","",""
"21944","","","","","","","","","","","","","","","","-28.010904","-28.010904","-28.010904"
"21951","","","","-38.94546","-38.94546","-38.94546","","","","","","","","","","","",""
"21954","","","","","","","","","","23.848034","23.848034","23.848034","","","","","",""
"21956","","","","","","","-49.24584","-49.24584","-49.24584","","","","37.913734","37.913734","37.913734","","",""
"21958","","","","","","","","","","","","","","","","-26.129128","-26.129128","-26.129128"
"21961","28.235231","28.235231","28.235231","","","","","","","","","","","","","","",""
"21965","","","","-39.015007","-39.015007","-39.015007","","","","","","","","","","","",""
"21968","","","","","","","","","","27.343554","27.343554","27.343554","","","","","",""
"21970","","","","","","","-54.711132","-54.711132","-54.711132","","","","37.98738","37.98738","37.98738","","",""
"21972","","","","","","","","","","","","","","","","-24.138119","-24.138119","-24.138119"
"21975","22.932829","22.932829","22.932829","","","","","","","","","","","","","","",""
"21979","","","","-36.785046","-36.785046","-36.785046","","","","","","","","","","","",""
"21982","","","","","","","","","","32.77623","32.77623","32.77623","","","","","",""
"21984","","","","","","","","","","","","","37.68921","37.68921","37.68921","","",""
"21989","25.046873","25.046873","25.046873","","","","","","","","","","","","","","",""
"21993","","","","-36.23661","-36.23661","-36.23661","","","","","","","","","","","",""
"21998","","","","","","","","","","","","","36.03956","36.03956","36.03956","","",""
"21999","","","","","","","","","","","","","","","","-23.959177","-23.959177","-23.959177"
"22003","25.771801","25.771801","25.771801","","","","","","","","","","","","","","",""
"22007","","","","-44.055195","-44.055195","-44.055195","","","","","","","","","","","",""
"22010","","","","","","","","","","32.663773","32.663773","32.663773","","","","","",""
"22012","","","","","","","-57.962948","-57.962948","-57.962948","","","","","","","","",""
"22013","","","","","","","","","","","","","","","","-21.546965","-21.546965","-21.546965"
"22017","22.813627","22.813627","22.813627","","","","","","","","","","","","","","",""
"22021","","","","-47.505028","-47.505028","-47.505028","","","","","","","","","","","",""
"22024","","","","","","","","","","28.485115","28.485115","28.485115","","","","","",""
"22026","","","","","","","-62.966946","-62.966946","-62.966946","","","","","","","","",""
"22027","","","","","","","","","","","","","","","","-18.615122","-18.615122","-18.615122"
"22031","24.708504","24.708504","24.708504","","","","","","","","","","","","","","",""
"22035","","","","-43.26295","-43.26295","-43.26295","","","","","","","","","","","",""
"22038","","","","","","","","","","31.86589","31.86589","31.86589","","","","","",""
"22040","","","","","","","-60.884056","-60.884056","-60.884056","","","","","","","","",""
"22041","","","","","","","","","","","","","","","","-25.147415","-25.147415","-25.147415"
"22045","25.657755","25.657755","25.657755","","","","","","","","","","","","","","",""
"22047","","","","","","","","","","","","","32.992527","32.992527","32.992527","","",""
"22049","","","","-41.020073","-41.020073","-41.020073","","","","","","","","","","","",""
"22052","","","","","","","","","","28.388939","28.388939","28.388939","","","","","",""
"22054","","","","","","","-62.6433","-62.6433","-62.6433","","","","","","","","",""
"22055","","","","","","","","","","","","","","","","-26.678038","-26.678038","-26.678038"
"22059","25.232363","25.232363","25.232363","","","","","","","","","","","","","","",""
"22061","","","","","","","","","","","","","34.465984","34.465984","34.465984","","",""
"22063","","","","-34.298088","-34.298088","-34.298088","","","","","","","","","","","",""
"22066","","","","","","","","","","25.465635","25.465635","25.465635","","","","","",""
"22068","","","","","","","-67.11269","-67.11269","-67.11269","","","","","","","","",""
"22069","","","","","","","","","","","","","","","","-23.68879","-23.68879","-23.68879"
"22075","","","","","","","","","","","","","33.829502","33.829502","33.829502","","",""
"22077","","","","-34.183285","-34.183285","-34.183285","","","","","","","","","","","",""
"22080","","","","","","","","","","24.23834","24.23834","24.23834","","","","","",""
"22082","","","","","","","-60.474716","-60.474716","-60.474716","","","","","","","","",""
"22083","","","","","","","","","","","","","","","","-21.20133","-21.20133","-21.20133"
"22089","","","","","","","","","","","","","39.352776","39.352776","39.352776","","",""
"22094","","","","","","","","","","28.43497","28.43497","28.43497","","","","","",""
"22095","22.580435","22.580435","22.580435","","","","","","","","","","","","","","",""
"22096","","","","","","","-53.14418","-53.14418","-53.14418","","","","","","","","",""
"22097","","","","","","","","","","","","","","","","-14.751619","-14.751619","-14.751619"
"22103","","","","","","","","","","","","","46.715984","46.715984","46.715984","","",""
"22104","","","","-31.386202","-31.386202","-31.386202","","","","","","","","","","","",""
"22108","","","","","","","","","","30.130713","30.130713","30.130713","","","","","",""
"22109","35.457767","35.457767","35.457767","","","","","","","","","","","","","","",""
"22110","","","","","","","-50.858784","-50.858784","-50.858784","","","","","","","","",""
"22111","","","","","","","","","","","","","","","","-13.19096","-13.19096","-13.19096"
"22117","","","","","","","","","","","","","46.722275","46.722275","46.722275","","",""
"22118","","","","-29.15322","-29.15322","-29.15322","","","","","","","","","","","",""
"22124","","","","","","","-51.055393","-51.055393","-51.055393","","","","","","","","",""
"22131","","","","","","","","","","","","","46.02499","46.02499","46.02499","","",""
"22136","34.22916","34.22916","34.22916","","","","","","","","","","","","","","",""
"22138","","","","","","","-48.20379","-48.20379","-48.20379","","","","","","","","",""
"22140","","","","","","","","","","31.461164","31.461164","31.461164","","","","","",""
"22145","","","","","","","","","","","","","51.4106","51.4106","51.4106","","",""
"22146","","","","-28.103443","-28.103443","-28.103443","","","","","","","","","","","",""
"22147","","","","","","","","","","","","","","","","-12.517377","-12.517377","-12.517377"
"22150","30.425035","30.425035","30.425035","","","","","","","","","","","","","","",""
"22152","","","","","","","-47.214973","-47.214973","-47.214973","","","","","","","","",""
"22154","","","","","","","","","","30.196375","30.196375","30.196375","","","","","",""
"22159","","","","","","","","","","","","","46.663918","46.663918","46.663918","-8.495435","-8.495435","-8.495435"
"22160","","","","-26.746588","-26.746588","-26.746588","","","","","","","","","","","",""
"22164","28.838127","28.838127","28.838127","","","","","","","","","","","","","","",""
"22168","","","","","","","","","","29.133623","29.133623","29.133623","","","","","",""
