"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"66770","452.17","452.17","452.17","","","","","","","","","","","","","","",""
"66771","","","","","","","598.98","598.98","598.98","","","","","","","","",""
"66772","","","","615.98","615.98","615.98","","","","","","","","","","","",""
"66775","","","","","","","","","","","","","431.94","431.94","431.94","595.63","595.63","595.63"
"66776","","","","","","","","","","421.61","421.61","421.61","","","","","",""
"66785","","","","","","","600.58","600.58","600.58","","","","","","","","",""
"66786","","","","620.72","620.72","620.72","","","","","","","","","","","",""
"66789","","","","","","","","","","","","","431.4","431.4","431.4","587.52","587.52","587.52"
"66790","","","","","","","","","","414.67","414.67","414.67","","","","","",""
"66799","","","","","","","610.37","610.37","610.37","","","","","","","","",""
"66803","","","","","","","","","","","","","","","","575.05","575.05","575.05"
"66804","","","","","","","","","","421.51","421.51","421.51","","","","","",""
"66806","448.17","448.17","448.17","","","","","","","","","","","","","","",""
"66813","","","","620.72","620.72","620.72","","","","","","","","","","","",""
"66816","","","","","","","613.22","613.22","613.22","","","","","","","","",""
"66818","","","","","","","","","","431.02","431.02","431.02","","","","","",""
"66820","446.25","446.25","446.25","","","","","","","","","","","","","","",""
"66825","","","","","","","","","","","","","439.78","439.78","439.78","","",""
"66827","","","","605.11","605.11","605.11","","","","","","","","","","","",""
"66830","","","","","","","616.12","616.12","616.12","","","","","","","573.96","573.96","573.96"
"66832","","","","","","","","","","434.46","434.46","434.46","","","","","",""
"66834","447.46","447.46","447.46","","","","","","","","","","","","","","",""
"66839","","","","","","","","","","","","","443.92","443.92","443.92","","",""
"66841","","","","608.79","608.79","608.79","","","","","","","","","","","",""
"66844","","","","","","","616.12","616.12","616.12","","","","","","","576.88","576.88","576.88"
"66846","","","","","","","","","","429.14","429.14","429.14","","","","","",""
"66848","440.29","440.29","440.29","","","","","","","","","","","","","","",""
"66853","","","","","","","","","","","","","433.14","433.14","433.14","","",""
"66855","","","","611.13","611.13","611.13","","","","","","","","","","","",""
"66858","","","","","","","616.12","616.12","616.12","","","","","","","570.28","570.28","570.28"
"66862","445.95","445.95","445.95","","","","","","","","","","","","","","",""
"66867","","","","","","","","","","","","","433.17","433.17","433.17","","",""
"66869","","","","606.31","606.31","606.31","","","","","","","","","","","",""
"66876","439.32","439.32","439.32","","","","","","","","","","","","","","",""
"66881","","","","","","","","","","","","","436.95","436.95","436.95","","",""
"66882","","","","","","","","","","431.59","431.59","431.59","","","","","",""
"66883","","","","595.76","595.76","595.76","","","","","","","","","","","",""
"66890","441.62","441.62","441.62","","","","","","","","","","","","","","",""
"66894","","","","","","","609.92","609.92","609.92","","","","","","","572.02","572.02","572.02"
"66895","","","","","","","","","","","","","437.68","437.68","437.68","","",""
"66896","","","","","","","","","","428.33","428.33","428.33","","","","","",""
"66904","451.93","451.93","451.93","","","","","","","","","","","","","","",""
"66908","","","","","","","605.58","605.58","605.58","","","","","","","565.69","565.69","565.69"
"66910","","","","","","","","","","436.46","436.46","436.46","","","","","",""
"66911","","","","592.15","592.15","592.15","","","","","","","","","","","",""
"66918","461.35","461.35","461.35","","","","","","","","","","","","","","",""
"66922","","","","","","","595.43","595.43","595.43","","","","444.75","444.75","444.75","564.28","564.28","564.28"
"66924","","","","","","","","","","439.96","439.96","439.96","","","","","",""
"66925","","","","587.11","587.11","587.11","","","","","","","","","","","",""
"66936","","","","","","","602.7","602.7","602.7","","","","449.94","449.94","449.94","569.28","569.28","569.28"
"66938","","","","","","","","","","450.11","450.11","450.11","","","","","",""
"66939","","","","584.48","584.48","584.48","","","","","","","","","","","",""
"66950","","","","","","","596.16","596.16","596.16","","","","","","","563.45","563.45","563.45"
"66952","","","","","","","","","","448.3","448.3","448.3","","","","","",""
"66953","","","","573.2","573.2","573.2","","","","","","","","","","","",""
"66964","","","","","","","599.31","599.31","599.31","","","","","","","558.85","558.85","558.85"
"66966","","","","","","","","","","439.53","439.53","439.53","","","","","",""
"66967","450.96","450.96","450.96","","","","","","","","","","","","","","",""
"66972","","","","","","","","","","","","","452.64","452.64","452.64","","",""
"66978","","","","","","","","","","","","","","","","554.19","554.19","554.19"
"66980","","","","587.15","587.15","587.15","","","","","","","","","","","",""
"66981","443.62","443.62","443.62","","","","","","","","","","","","","","",""
"66983","","","","","","","601.16","601.16","601.16","","","","","","","","",""
"66986","","","","","","","","","","","","","457.65","457.65","457.65","","",""
"66992","","","","","","","","","","","","","","","","550.17","550.17","550.17"
"66993","","","","","","","","","","449.47","449.47","449.47","","","","","",""
"66994","","","","581.32","581.32","581.32","","","","","","","","","","","",""
"66995","429.56","429.56","429.56","","","","","","","","","","","","","","",""
"66997","","","","","","","593.44","593.44","593.44","","","","","","","","",""
"67000","","","","","","","","","","","","","450.82","450.82","450.82","","",""
"67008","","","","579.74","579.74","579.74","","","","","","","","","","","",""
"67009","443.35","443.35","443.35","","","","","","","","","","","","","","",""
"67011","","","","","","","617.42","617.42","617.42","","","","","","","","",""
"67014","","","","","","","","","","","","","462.4","462.4","462.4","","",""
"67019","","","","","","","","","","","","","","","","544.13","544.13","544.13"
"67022","","","","579.26","579.26","579.26","","","","","","","","","","","",""
"67023","435.39","435.39","435.39","","","","","","","","","","","","","","",""
"67025","","","","","","","620.81","620.81","620.81","","","","","","","","",""
"67028","","","","","","","","","","","","","447.75","447.75","447.75","","",""
"67030","","","","","","","","","","445.93","445.93","445.93","","","","","",""
"67033","","","","","","","","","","","","","","","","538.77","538.77","538.77"
"67036","","","","575.29","575.29","575.29","","","","","","","","","","","",""
"67037","432.23","432.23","432.23","","","","","","","","","","","","","","",""
"67039","","","","","","","628.31","628.31","628.31","","","","","","","","",""
"67042","","","","","","","","","","","","","445.36","445.36","445.36","","",""
"67044","","","","","","","","","","444.41","444.41","444.41","","","","","",""
"67047","","","","","","","","","","","","","","","","542.61","542.61","542.61"
"67050","","","","582.7","582.7","582.7","","","","","","","","","","","",""
"67051","428.49","428.49","428.49","","","","","","","","","","","","","","",""
"67053","","","","","","","625.81","625.81","625.81","","","","","","","","",""
"67056","","","","","","","","","","","","","448.04","448.04","448.04","","",""
"67058","","","","","","","","","","434.47","434.47","434.47","","","","","",""
"67061","","","","","","","","","","","","","","","","548.68","548.68","548.68"
"67064","","","","578.53","578.53","578.53","","","","","","","","","","","",""
"67065","433.58","433.58","433.58","","","","","","","","","","","","","","",""
"67070","","","","","","","","","","","","","445.78","445.78","445.78","","",""
"67072","","","","","","","","","","448.07","448.07","448.07","","","","","",""
"67075","","","","","","","","","","","","","","","","561.96","561.96","561.96"
"67078","","","","564.84","564.84","564.84","","","","","","","","","","","",""
"67079","416.67","416.67","416.67","","","","","","","","","","","","","","",""
"67084","","","","","","","","","","","","","441.69","441.69","441.69","","",""
"67086","","","","","","","","","","431.01","431.01","431.01","","","","","",""
"67089","","","","","","","625.81","625.81","625.81","","","","","","","551.14","551.14","551.14"
"67092","","","","556.75","556.75","556.75","","","","","","","","","","","",""
"67100","","","","","","","","","","434.95","434.95","434.95","","","","","",""
"67103","","","","","","","610.76","610.76","610.76","","","","","","","","",""
"67114","","","","","","","","","","439.79","439.79","439.79","","","","","",""
"67115","403.08","403.08","403.08","","","","","","","","","","","","","","",""
"67117","","","","","","","617.19","617.19","617.19","","","","","","","","",""
"67120","","","","","","","","","","","","","439.8","439.8","439.8","","",""
"67125","","","","","","","","","","","","","","","","562.95","562.95","562.95"
"67128","","","","547.26","547.26","547.26","","","","446.65","446.65","446.65","","","","","",""
"67129","419.27","419.27","419.27","","","","","","","","","","","","","","",""
"67131","","","","","","","616.51","616.51","616.51","","","","","","","","",""
"67139","","","","","","","","","","","","","","","","562.28","562.28","562.28"
"67142","","","","546.97","546.97","546.97","","","","","","","","","","","",""
"67143","424.43","424.43","424.43","","","","","","","","","","","","","","",""
"67147","","","","","","","","","","","","","454.49","454.49","454.49","","",""
"67153","","","","","","","","","","","","","","","","576.09","576.09","576.09"
"67156","","","","549.57","549.57","549.57","","","","","","","","","","","",""
"67157","424.99","424.99","424.99","","","","","","","","","","","","","","",""
"67158","","","","","","","621.95","621.95","621.95","","","","","","","","",""
"67161","","","","","","","","","","","","","454.76","454.76","454.76","","",""
"67164","","","","","","","","","","436.95","436.95","436.95","","","","","",""
"67167","","","","","","","","","","","","","","","","571.36","571.36","571.36"
"67170","","","","541.93","541.93","541.93","","","","","","","","","","","",""
"67171","411.31","411.31","411.31","","","","","","","","","","","","","","",""
"67172","","","","","","","617.73","617.73","617.73","","","","","","","","",""
"67175","","","","","","","","","","","","","459.72","459.72","459.72","","",""
"67178","","","","","","","","","","448.16","448.16","448.16","","","","","",""
"67184","","","","537.28","537.28","537.28","","","","","","","","","","","",""
"67185","401.6","401.6","401.6","","","","","","","","","","","","","","",""
"67186","","","","","","","616.43","616.43","616.43","","","","","","","","",""
"67189","","","","","","","","","","","","","465.71","465.71","465.71","","",""
"67192","","","","","","","","","","451.37","451.37","451.37","","","","","",""
"67194","","","","","","","","","","","","","","","","574.27","574.27","574.27"
"67200","","","","","","","632.05","632.05","632.05","","","","","","","","",""
"67203","","","","530.75","530.75","530.75","","","","","","","462.21","462.21","462.21","","",""
